,Unnamed: 0,Unnamed: 0.1,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Negative Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
236,27,27,For those who think high taxes cure pothole problems I have one word -- Omaha.,01 Health and Safety,Protection,taxes,,cure,taxes,Taxation,cure,Disease,Movement/Upward Movement,158745,,
237,1476,1476,Stealing the Election!,06 Morality and Justice,Property,election,,stealing,Election,Elections,Stealing,Theft,Energy,2620739,,
238,264,264,"The same government is now addicted to the tax revenue collected from real killer drugs, alcohol and cigarettes.",01 Health and Safety,Threatened,government,[threatened] is addicted,addicted,government,Government,addicted,Addiction,Barrier/Protection,153080,,
239,168,168,"Is it the mainstream left media (like Piers Morgan) who keeps spewing on about ""evil"" guns?",01 Health and Safety,Threat,guns,,evil,guns,Guns,evil,Monster,Disease,2163800,,
240,1227,1227,"Regardless, if I grow 10 tomatos, and you only grow 2, I have created more wealth than you have.",05 Engineering and Business: Engineering,Built,wealth,,created,wealth,Wealth,created,Building,Competition/Game/War,2898681,,
241,292,292,Civil nations must unanimously oppose a rough nation whose President openly declares his intention to destroy the only democracy of Middle East.,01 Health and Safety,Threatened,democracy,,destroy,democracy,Democracy,destroy,Natural Physical Force,Low Location,2664153,,
242,1061,1061,I don't believe that elections are God.,04 Power and Control: God,God,elections,,God,elections,Elections,God,A God,Competition/Struggle,3118462,,
243,1043,1043,Trying to discuss the issue with the gun cult is pointless.,04 Power and Control: God,God,gun,[god] cult,cult,gun,Guns,cult,A God,Barrier/Game,2119257,,
244,1558,1558,The basis under which Congress propagates copyright law is laid out in the U.S. Constitution which gives Congress the authority:,08 Plants,Farmer/Gardener,Congress,[farmer/gardener] propagates,propagates,Congress,Government,propagates,Crop/Plant,Physical Harm/Protection,1973571,,
245,1715,1715,"Locally, Miguel P. Garcia seems to have taken up the torch of gun control with the introduction of HB77.",13 Nature: Fire,Torch,gun control,torch of [torch],torch of,gun control,Control of Guns,torch,Fire,Competition/Struggle/War,2377305,,
246,546,546,This strategy is the chief reason America has moved quickly down the gun control path in the last decade.,02 Journey,Goal,gun control,,path,gun control,Control of Guns,path,Journey,Forceful Extraction,3123461,,
247,889,889,"And this awakening could well be supported by a force of protest that has now somewhat waned but remains latent, that of the Venezuelan students who played a crucial role in defeating a 2007 referendum that would have openly converted Venezuela to the Cuban model of government.",03 Conflict,Side,referendum,,defeating,referendum,Elections,defeating,Struggle,Movement,155229,,
248,263,263,An invasion of wealth may not suit their interests.,01 Health and Safety,Threat,wealth,,invasion,wealth,Wealth,invasion,War,Game/War,2378567,,
249,836,836,In a world where poverty competes with corruption for tax-payer and gambler (lotto's) money there are innocent victims caught in the cross-fire.,03 Conflict,Side,poverty,,competes,poverty,Poverty,competes,Competition,Obesity,3124764,,
250,1437,1437,A Democracy steals freedom from its citizens.,06 Morality and Justice,Criminal,democracy,,steals,Democracy,Democracy,steals,Crime/Theft,Body of Water/Energy,156255,,
251,1082,1082,The National coordination of other state Guard units was CRIMINAL in it's worship of red tape above cooperation in a crisis situation.,04 Power and Control: God,God,red tape,,worship,red tape,Bureaucracy,worship,A God,Protection,2007382,,
252,886,886,"Tweet During her Thursday press conference, House Minority Leader Nancy Pelosi said that Wednesday's sweeping gun control defeat in the Democrat-controlled  Senate is a setback, but not the end, of Democrats' gun control efforts.",03 Conflict,Side,gun control,,defeat,gun control,Control of Guns,defeat,Struggle,Natural Physical Force/Protection,3123597,,
253,1684,1684,Why do people think Texas is the pinnacle of gun rights?,12 High and Low,Scale,gun rights,pinnacle of [location],pinnacle,gun rights,Gun Rights,pinnacle,High Location,Enslavement/Crime,2377551,,
254,633,633,"As mentioned earlier, we can see selling of illegal drugs as an answer to the conflict of poverty for young black men.",03 Conflict,Conflict,poverty,,conflict,poverty,Poverty,conflict,Struggle,Shape,2378505,,
256,1572,1572,"This, fellow Americans, was the Roar of Democracy, the Voice of Freedom, the Will of the People and the Soul of the Country.",09 Animals,Wild Animal,democracy,roar of [wild animal],roar of,democracy,Democracy,roar,Animal,Physical Location/Upward Movement,760900,,
257,1759,1759,This has gone through the heart of the bureaucracy and emerged as policy.,14 Embodied Experience: Human Body,Part Type,HEART,,heart,bureaucracy,Bureaucracy,heart,Human Body,Business/Resource,152509,,
258,1716,1716,All of us must demand better from those who carry the gun rights torch.,13 Nature: Fire,Torch,gun rights,[torch] torch,torch,gun rights,Gun Rights,torch,Fire,Crime,2377290,,
259,1438,1438,"A more detailed description of the way in which government manipulates the money supply, with its knock-on effects on nominal interest rates [**] can be seen at the supply of money and how governments manipulate interest rates.",06 Morality and Justice,Criminal,governments,,manipulate,governments,Government,manipulate,Human Body,Physical Harm/War,2615806,,
260,322,322,Has Inflation Hurt the Poor?,01 Health and Safety,Threatened,the Poor,,Hurt,the Poor,Poverty,Hurt,Physical Harm,Human Body/Physical Harm,2879867,,
261,70,70,"To steal the recent rhetoric of insane ultraconservative Sharron Angle, I think we need a Second Amendment remedy.",01 Health and Safety,Protection,Second Amendment,[protection] remedy,remedy,Second Amendment,Gun Rights,remedy,Medicine,Crime,2378610,,
262,1385,1385,"The National Academy of Education recommends two initiatives that should be part of a national effort: (1) State and federal governments should increase investment in early education programs and make oral language development a primary focus of preschool and (2) English language learners should get targeted, conceptually rich language instruction starting in preschool and continuing until students are fully proficient in English.",05 Engineering and Business: Resource,Resource,federal governments,,increase,federal governments,Government,increase,Upward Movement/Movement,Body of Water/Movement,741088,,
263,1076,1076,We are not taking your sacred guns away just trying to find away to keep AK-47's and AR-15's out of the hands of crazy fools.,04 Power and Control: God,God,guns,sacred [god],sacred,guns,Guns,sacred,A God,Hazardous Geographic Feature,2121669,,
264,790,790,An analysis conducted in September for FRAC by Peter D. Hart Associates and McLaughlin & Associates showing that Americans believe the nation's officeholders need to do more to combat hunger.,03 Conflict,Enemy,hunger,,combat,hunger,Poverty,combat,War,Game/Struggle,2671481,,
266,61,61,Orville also wrote his wife that he hoped hostilities between nations cease forever and democracy heals the mental scars of war.,01 Health and Safety,Protection,democracy,,heals,democracy,Democracy,heals,Medicine,Physical Location/Protection/Natural Physical Force,156264,,
267,1425,1425,"Cyclists carried banners with slogans like ""Money Kills"" as they cycled slowly into the city center, bringing traffic around the imposing Bank of England to a standstill.",06 Morality and Justice,Criminal,Money,,Kills,Money,Wealth,Kills,Crime/Physical Harm,Downward Movement/Struggle,434071,,
268,1515,1515,"God help this nation if the Conservatives get a majority, it's clear they'd abuse Canadian democracy even more.",06 Morality and Justice,Victim,democracy,,abuse,democracy,Democracy,abuse,Physical Harm,Disease/Physical Burden,2636740,,
269,1634,1634,"Poverty and food security are heterogeneous phenomena in most countries; types and <<depth>> of [[poverty]], measured in different ways, vary between and within countries and regions.",12 High and Low,Level,LOW,,depth,poverty,Poverty,depth,Abyss,Downward Movement,133455,,
270,911,911,The have legitimate members who have been fighting for gun rights across the nation.,03 Conflict,Side,gun rights,,fighting,gun rights,Gun Rights,fighting,Struggle,High Location,2884446,,
271,131,131,"The whole point of the story is to illustrate how gun control cripples the law abiding citizen. he wasn't showing off or anything, as 2 guns is NOT a 'whole arsenal'.",01 Health and Safety,Threat,gun control,[threat] cripples,cripples,gun control,Control of Guns,cripples,Disease,Building/Science,2377068,,
272,1681,1681,"Garland, TX: Do you think that Liberal Democracy is the apex of the world's governments?",12 High and Low,Scale,governments,,apex,governments,Government,apex,High Location,Competition,156188,,
273,586,586,The Senate is a bulwark against an avalanche of really extreme legislation.,03 Conflict,Aid,Senate,,bulwark,Senate,Government,bulwark,Protection,Factory/Resource,1971149,,
274,1363,1363,"He commented further, ""When basic needs are provided by the government, democracy evaporates.""",05 Engineering and Business: Resource,Resource,democracy,,evaporates,democracy,Democracy,evaporates,Body of Water,Upward Movement,760921,,
276,1569,1569,"Even as democracy claws its way into the kingdoms and autocracies of the Old World, the reality for us here in Mooresville is an economic one.",09 Animals,Wild Animal,democracy,[wild animal] claws,claws,democracy,Democracy,claws,Animal,Game/Science,1971438,,
278,1074,1074,It may have not but in the case up here in Seattle everyone knew the gunman was a crzy nut including His family.I say that if the mental health sysyem would have acted and at least made it impossible for Him to buy guns the shooting may not have happened.If we stop just one mass killing it would be worth it it change the law and you cowboys could still but your sacred guns unless you where crazy.,04 Power and Control: God,God,guns,,sacred,guns,Guns,sacred,A God,Disease/Medicine,2121284,,
279,766,766,They are not organised to fight gun control or protect their rights.,03 Conflict,Enemy,gun control,,fight,gun control,Control of Guns,fight,Struggle/War,Physical Harm/Weakness,2669990,,
280,1603,1603,"...s by Jacques-Louis David (1787) Socrates. Many are familiar with the name, but do we know the man? He is considered to be the father of democracy and a pivotal character of Western civilisation, but it may equally be that he was largely an invention by Plato.",10 Human Life Cycle and Family Relations,Parent,Socrates,,father of,democracy,Democracy,father,Family,Life Stage,2673802,,
281,714,714,Kill KC's proposed extra trash tax,03 Conflict,Enemy,tax,,Kill,tax,Taxation,Kill,Physical Harm,Upward Movement,1946841,,
282,1017,1017,He couches L'Enfant's plan as a victory of the legislature over the presidency by symbolically placing the CB at the center of the plan.,03 Conflict,Winner,the legislature,victory of [winner] over,victory of over,legislature,Government,victory,Competition/Game/Struggle,Crime,153443,,
283,395,395,People like Rebecca Peters see this as a golden opportunity becasue they know that people who accept gun control are not going to fight gun control or be motivated to even object.,01 Health and Safety,Threatened,gun control,,fight,gun control,Control of Guns,fight,Struggle,Machine,2120299,,
284,679,679,"The Department of Child & Family Studies, in partnership with Florida KIDS COUNT which disseminates national, statewide and county-level data on key indicators for Florida's children, reached out to Children's Services Councils and various state partners to find out what is being done in their communities to support the growing number of children and families caught in the poverty battle.",03 Conflict,Conflict,poverty,,battle,poverty,Poverty,battle,War,A God,2377883,,
285,1512,1512,It's the rape of poverty.,06 Morality and Justice,Victim,poverty,,rape,poverty,Poverty,rape,Crime/Physical Harm,Physical Location/Upward Movement,1973412,,
286,721,721,Now you are defending Felon's gun rights?,03 Conflict,Enemy,gun rights,,defending,gun rights,Gun Rights,defending,Struggle,Crime/Contamination,2719731,,
288,1588,1588,Jihadi wave tests Tunisia's young democracy,10 Human Life Cycle and Family Relations,Entity,democracy,young [entity],young,democracy,Democracy,young,Life Stage,Competition/War,,,
290,255,255,"Darwinism doesn't involve the collateral damage of loose gun laws, nor the caustic social effects of an armed society",01 Health and Safety,Threat,gun laws,,collateral damage,gun laws,Control of Guns,collateral damage,Struggle,Physical Location/Upward Movement,2668802,,
291,1169,1169,"The GOP, however, does have pretty good record, if you will with buying elections, with massive negative ad spending, and have good grass roots fundraising even when the RNC is lacking focus on them.",05 Engineering and Business: Business,Business,elections,,buying,elections,Elections,buying,Business,Strength,2129699,,
292,1314,1314,"The origins, evolutions, and engines of wealth : government, global leadership, and technology -- 4.",05 Engineering and Business: Engineering,Component,wealth,,engines,wealth,Wealth,engines,Machine,Physical Harm/Struggle/War,23850,,
293,843,843,"No D.L.P. candidate ever won a seat in the House of Representatives, but the cleavage in Labor's ranks was an important factor in Menzies' subsequent election successes.",03 Conflict,Side,candidate,,won,candidate,Elections,won,Competition,Physical Harm/Weakness,562198,,
294,1546,1546,If change does not come we might be seeing the final chapter of American democracy.,07 Systematic Explanations,Topic,democracy,chapter of [topic],chapter of,democracy,Democracy,chapter,Story,Medicine/Physical Burden,,,
295,1184,1184,"If they were--if, for instance, all of the supply curves were perfectly inelastic, which seems highly implausible--then the tariff would produce net benefits of zero.",05 Engineering and Business: Business,Business,tariff,,produce,tariff,Taxation,produce,Factory,Confinement/Enslavement,3018518,,
296,1578,1578,"Today, Victoria's Parliament reconvenes in what is, by any measure, a dismal caricature of a decrepit and arthritic democracy.",10 Human Life Cycle and Family Relations,Entity,democracy,arthritic [entity],arthritic,democracy,Democracy,arthritic,Life Stage,Machine,,,
297,73,73,I came back to this haven of taxation because I actually believe that I got something for my increased tax burden.,01 Health and Safety,Protection,taxation,,haven,taxation,Taxation,haven,Natural Physical Force/Physical Harm/Protection,Abyss/Low Location,158616,,
298,898,898,"They will fight for gun rights to their dying breath (just as I would) the entire time screaming liberty while riding a bald eagle, yet are unbelievably anti-weed, anti-porn, and anti-gay.",03 Conflict,Side,gun rights,fight for [side],fight for,gun rights,Gun Rights,fight,Struggle,Temperature,,,
299,1723,1723,"For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.",13 Nature: Weather,Weather Type,CLEMENT,,breeze,regulation,Bureaucracy,regulation,Natural Physical Force,Competition/Struggle,breeze,,
300,1301,1301,Gun control was a central pillar in President Obama's State of the Union address.,05 Engineering and Business: Engineering,Component,Gun control,,pillar,Gun control,Control of Guns,pillar,Building,Medicine/Physical Burden,2376980,,
301,963,963,"They criticise the movement on the grounds that, There is no discussion of even the possibility of founding powerful new political parties, fighting elections, winning office and forming governments with a mandate for fundamental economic and social change "" (p.106).",03 Conflict,Side,elections,,fighting,elections,Elections,fighting,Struggle/War,Building/Science,1997664,,
302,735,735,In the mean time who is fighting gun control.,03 Conflict,Enemy,gun control,,fighting,gun control,Control of Guns,fighting,Struggle,Forceful Extraction/Resource,2665361,,
303,43,43,"Professor, I cannot agree that democracy is a remedy for discrimination.",01 Health and Safety,Protection,democracy,,remedy,democracy,Democracy,remedy,Disease/Medicine,Competition/Game,163996,,
304,713,713,"If the Arab world really supported the Palestinians, rather than uniting around hatred of the Israeli state - they would divert 1 days oil revenues to boosting the Palsetinian economy, to destroying the poverty caused by the extremists in their war agains moderate Islam, towards joint projects that would solve the problems.",03 Conflict,Enemy,poverty,,destroying,poverty,Poverty,destroying,Physical Harm,Darkness,138624,,
305,1403,1403,"When government robs capital from investors in the form of high taxes, it takes away the money that creates jobs.",06 Morality and Justice,Crime,government,,robs,government,Government,robs,Crime/Theft,Animal/Plant/Science,761822,,
306,360,360,The courts are not going to protect gun rights.,01 Health and Safety,Threatened,gun rights,,protect,gun rights,Gun Rights,protect,Protection,Competition/Game,2165856,,
307,778,778,"DeLay, a Texas Republican, is the House majority leader and an opponent of gun control.",03 Conflict,Enemy,gun control,,opponent,gun control,Control of Guns,opponent,Struggle/War,Medicine,2667633,,
308,981,981,But how does one oppose a campaign by gun control without strategy or knowing what you are fighting?,03 Conflict,Side,gun control,campaign by [side],campaign by,gun control,Control of Guns,campaign,War,Monster,,,
309,1135,1135,I would argue that these taxes enslave us to the government.,04 Power and Control: Human,Leader,taxes,,enslave,taxes,Taxation,enslave,Enslavement,Temperature,159453,,
310,452,452,"I can't remember a more tortuous election journey, where we have been subjected to repeated violence of speech and thought, outrage, anger, bold-faced lies and people talking past one another instead of to each other in a way that promotes understanding and respect.",02 Journey,Agent,election,,journey,election,Elections,journey,Journey,Vehicle,3118921,,
311,230,230,"Gun control hurts only law abiding Citizens. tks, chuck",01 Health and Safety,Threat,Gun control,[threat] hurts,hurts,Gun control,Control of Guns,hurts,Physical Harm,Factory/Resource,,,
312,1318,1318,The whole corrupt and rotten structure of gun control must be toppled.,05 Engineering and Business: Engineering,Destruction Potential,DESIRE,,must be toppled,gun control,Control of Guns,structure,Building,Struggle,2376977,,
313,1337,1337,Such a scenario would drastically diminish Colombia's already limited democracy and result in a military escalation of the conflict that would inevitably target rural Colombians in guerrilla-controlled areas of the country.,05 Engineering and Business: Resource,Change Type,DECREASE,,diminish,democracy,Democracy,diminish,Resource,Obesity,2663970,,
314,1375,1375,"Poverty will increase and health will suffer unless there is clear policy to address decreasing water affordability, a leading public health organisation has said.",05 Engineering and Business: Resource,Resource,poverty,,increase,Poverty,Poverty,increase,Upward Movement,Natural Physical Force/Physical Harm/Protection,2674659,,
315,914,914,Mozambique: President to fight poverty05/01Mozambican president Armando Guebuza has said he would dedicate more of his efforts in fighting poverty in 2009.,03 Conflict,Side,poverty,,fighting,poverty,Poverty,fighting,Struggle,Human Body,134813,,
316,1011,1011,Barack Obama's historical win to become president also made history at the world's biggest ad competition where his election campaign won one of the most coveted Cannes awards.,03 Conflict,Winner,election campaign,,won,election campaign,Elections,won,Competition/Game,Animal,3118906,,
317,1492,1492,"These taxes punish socially beneficial behavior; everyone agrees that society should have more income, hobs and investment.",06 Morality and Justice,Punished,socially beneficial behavior,punish [punished],punish,taxes,Taxation,punish,Crime,Confinement,159401,,
318,1668,1668,"Oh, yea, and don't forgetâ€_ a mountain of ammo to go with them.",12 High and Low,Scale,ammo,,mountain,ammo,Guns,mountain,Hazardous Geographic Feature,Fire/Light,3726146,,
319,1469,1469,Franken was accused of trying to steal the election.,06 Morality and Justice,Property,election,,steal,election,Elections,steal,Theft,Food,2797331,,
320,1352,1352,"Since taxation generates market distortions by affecting the demand for and supply of goods, an ideal tax will be one whose effect on consumers and producers is small.",05 Engineering and Business: Resource,Extractor,taxation,,generates,taxation,Taxation,generates,Energy/Machine,Human Body,159661,,
321,111,111,"NJSBA President Kevin E. Ciak discusses possible solutions to New Jerseyï¿_s property tax woes, including the encouragement of shared services, the removal of financial obstacles to voluntary regionalization, and most important, ending the stateï¿_s property tax addiction to fund public education.",01 Health and Safety,Threat,property tax,,addiction,property tax,Taxation,addiction,Addiction,Building,2377711,,
322,509,509,"The guns are supposed to be checked in, but once you open the gun door, well, shit happens.",02 Journey,Barrier,gun,,door,gun,Guns,door,Portal,Disease/Physical Burden,3124098,,
323,1328,1328,If anything crime goes up and in response cities tighten gun laws.,05 Engineering and Business: Engineering,Facilitator,cities,[facilitator] tighten,tighten,gun laws,Control of Guns,tighten,Machine,Physical Burden,2884970,,
324,692,692,"This theme gets repeated, you know, in the war on poverty, again, where you have liberals trying to, you know, essentially have a war of poverty to deal with racial injustices.",03 Conflict,Conflict,Poverty,,War,poverty,Poverty,war,War,Resource,125815,,
325,376,376,The problem I feel we have is we have far too many irresponsible people with guns and far too lax protections on protecting guns from the hands of those who would use them for harm.,01 Health and Safety,Threatened,guns,,protecting,guns,Guns,protecting,Protection,Upward Movement,2133696,,
326,277,277,"Severson argues that Minnesota has a ""corrupt election system"" and told delegates it is ""time for a conservative secretary of state.""",01 Health and Safety,Threatened,election system,,corrupt,election system,Elections,corrupt,Contamination/Crime,Backward Movement,2377879,,
327,740,740,"In the United States first-wave feminism is considered to have ended with the passage of the Nineteenth Amendment to the United States Constitution (1919), granting women the right to vote in all states.The term first wave, was coined retrospectively after the term second-wave feminism began to be used to describe a newer feminist movement that focused as much on fighting social and cultural inequalities as political inequalities.",03 Conflict,Enemy,inequalities,,fighting,inequalities,Poverty,fighting,Struggle,Crime/Contamination,134156,,
328,1191,1191,"Meanwhile, those who benefit from the structures which produce poverty continue to benefit.",05 Engineering and Business: Business,Product,poverty,,produce,poverty,Poverty,produce,Building,Enslavement/Leader,159444,,
329,1024,1024,Our state government victory can mean a great deal -- if we have the wisdom and courage to use this power to show the real difference between the Party of Obama and the Party of Liberty.,03 Conflict,Winner,Government,,victory,government,Government,victory,Competition/War,Fire/Light,3120221,,
331,203,203,SEIA warns US Tariffs may damage solar industry,01 Health and Safety,Threat,Tariffs,,damage,Tariffs,Taxation,damage,Physical Harm,Strength,2660628,,
332,408,408,Logical fallacy of the Left: You can't stop gun violence by attacking guns,01 Health and Safety,Threatened,guns,,attacking,guns,Guns,attacking,Struggle/War,Resource,2461038,,
333,559,559,Your vehicle of wealth is the most important element to your accumulation of riches.,02 Journey,Vehicle,wealth,,vehicle,wealth,Wealth,vehicle,Vehicle,Competition,23668,,
334,150,150,"I have NEVER said anything about ""gun control reduces crime"".......",01 Health and Safety,Threat,gun control,,reduces,gun control,Control of Guns,reduces,Downward Movement/Physical Burden,Servant,2137449,,
335,396,396,Firearm owners seem to be convinced the way to fight gun control is to instil some sort of appreciation for guns.,01 Health and Safety,Threatened,gun control,,fight,gun control,Control of Guns,fight,Struggle,Food,2673306,,
337,1708,1708,"Assuming the $967 billion and $80 billion are two separate pools of wealth, then the proposed fiscal 2014 budget for Health and Human Services is more than $1 trillion.",13 Nature: Body of Water,Size,SMALL,,pools,wealth,Wealth,pool,Body of Water,Disease/Medicine/Physical Burden,2009730,,
338,25,25,Wealth alleviates material misery of the subject and obviates to an extent the need for a support in the form of formal organized religion.,01 Health and Safety,Protection,Wealth,,alleviates,Wealth,Wealth,alleviates,Disease,Plant,1973822,,
339,105,105,"Comment pages: « Previous 1 2 Goodbye Hillary and the Clinton lying machine, but for God's sake don't drop out of your life long addiction of campaigning for ultimate power.",01 Health and Safety,Threat,campaigning,,addiction,campaigning,Elections,addiction,Addiction,Energy/Machine,3118479,,
340,1621,1621,The Second amendment illuminates one of the most basic rights inherent in being a free human being.,11 Darkness and Light,Relationship,CREATIONAL,,illuminates,Second amendment,Gun Rights,illuminates,Light,Protection,2377645,,
341,1637,1637,"There's a mountain of ""the bottom line of money,"" a mountain of competition, a mountain of capitalism and another of socialism, there's a mountain of democracy and another of dictatorship, a mountain for every world religion: Islam, Buddhism, Christianity, Judaism, and more; and mountains for every racial and cultural group: African, Japanese, Brazilian.",12 High and Low,Level,HIGH,,mountain,democracy,Democracy,mountain,Hazardous Geographic Feature,Enslavement/Leader,1966750,,
342,7,7,There will be a much larger flow of taxes going into the governmental coffers.,01 Health and Safety,Beneficial,taxes,,flow,taxes,Taxation,flow,Body of Water/Movement,Addiction,2885785,,
343,1560,1560,"Have you read ""Unintended Consequences"" by John Ross? the novel is primarily about the growth of gun control in America, but there is a sidestory of the Warsaw Ghetto and how just a few guns allowed people to tie up a lot of Nazi military resources.",08 Plants,Undesirable Plant,gun control,growth of [undesirable plant],growth,gun control,Control of Guns,growth,Plant,Disease/Physical Burden,2377050,08 Plants,Undesirable Plant
344,393,393,"Further, to follow your reasoning would defeat taxation of the lion's share of services that are part of the sale of taxable items.",01 Health and Safety,Threatened,taxation,,defeat,taxation,Taxation,defeat,Struggle,Energy/Machine,159041,,
345,682,682,We are prepared to make this the biggest taxpayer battle since Proposition 13.,03 Conflict,Conflict,taxpayer,,battle,taxpayer,Taxation,battle,War,Competition/Struggle,2377898,,
346,1280,1280,"In a system of taxation based on justice and equity it is fundamental that the burdens be proportioned to the capacity of the people contributing (Mater et Magistra, 132).",05 Engineering and Business: Engineering,Built,taxation,,system,taxation,Taxation,system,Machine,Body of Water,2666449,,
347,323,323,Right now we know diddly squat...and any time a mentally unstable jerkwad purchases a gun and goes postal it hurts our gun rights more than if we supported stronger mental health care.,01 Health and Safety,Threatened,our gun rights,hurts [threatened],hurts,gun rights,Gun Rights,hurts,Physical Harm,Machine,2117277,,
348,412,412,"In contrast, many slaveowners in the early nineteenth century defended a strong national government as the best bulwark against both slave revolts and the ""leveling tendencies"" of non-slaveholders.",01 Health and Safety,Threatened,government,,defended,government,Government,defended,Struggle/War,High Location,155717,,
349,1540,1540,"We think states are the 'laboratory of democracy' that can be on the front line of helping develop policies, being able to solve some of our nation's most pressing issues, whether it involves economic growth, job creation, health care, education, focusing on government waste and many other issues, Fallin said.",07 Systematic Explanations,Laboratory,states,[laboratory] are the laboratory,laboratory,democracy,Democracy,laboratory,Science,Fire,1971799,,
350,731,731,"Latin American countries need to fight poverty more aggressively if they want to grow more and compete with China and other dynamic Asian economies, says a new World Bank report.",03 Conflict,Enemy,poverty,,fight,poverty,Poverty,fight,Struggle,Disease/Medicine/Physical Burden,2664423,,
351,1500,1500,Login Reply #12: Comes from the idea that being poor is a punishment for sin.,06 Morality and Justice,Punishment,being poor,,punishment,being poor,Poverty,punishment,Crime,Crop/Plant,163084,,
352,1583,1583,The Sad Death of Gun Control,10 Human Life Cycle and Family Relations,Entity,Gun Control,death of [entity],death of,Gun Control,Control of Guns,Death,Life Stage,Natural Physical Force/Physical Harm,,,
353,549,549,"I love people who claim that the gun route can be done ""instantly in the heat of emotion"" as if no will or planning is involved or necessary to do something like this.",02 Journey,Goal,gun,,route,gun,Guns,route,Journey,Physical Harm,3123998,,
354,1348,1348,"Most importantly, a large reverse income tax would generate much political opposition while this proposal has wide spread support.",05 Engineering and Business: Resource,Extractor,income tax,,generate,income tax,Taxation,generate,Energy/Machine,Factory/Resource,377813,,
355,1474,1474,"Then in 2000 when that strategy failed by and large, you wanted to make George W. Bush and Jeb Bush pay for ""stealing"" the 2000 election.",06 Morality and Justice,Property,election,,stealing,election,Elections,stealing,Theft,Resource/Theft,1954047,,
356,1448,1448,"My point was that governments have killed more people - the OP did not say the US government but the last time I looked the US Govt was in fact a ""government"" and ""governments"" have killed far more people then individuals not engaged in the service of ""government.""",06 Morality and Justice,Criminal,governments,,killed,governments,Government,killed,Physical Harm,Struggle/War,2673067,,
357,1186,1186,Gun control produces a net increase of crime.,05 Engineering and Business: Business,Business,Gun control,,produces,Gun control,Control of Guns,produces,Factory,Downward Movement/Physical Burden,3123408,,
358,614,614,"The Republican primary race for governor all night had been a two-man fight between, with Rauner holding an narrowing edge on Dillard of Hinsdale as votes poured in.",03 Conflict,Conflict,Republican primary,,race,Republican primary,Elections,race,Competition/Game,Backward Movement/War,2943260,,
360,777,777,"The company has fought taxation at the state level, and a measure proposed at ALEC would have allowed companies to operate untaxed in states even if they advertise, hold trade shows or work through subsidiaries.",03 Conflict,Enemy,taxation,,fought,taxation,Taxation,fought,Struggle/War,Abyss/Low Location,159322,,
361,820,820,"A vote on Thursday fell one shy of bringing the bill up for debate, leaving only one day left for consideration.",03 Conflict,Loser,vote,,fell,vote,Elections,fell,Resource,Machine,2470673,,
362,1144,1144,"In Colorado the reps dealt with a majority of angry citizens telling them firearms were a red line and they passed oppressive gun control anyway, in situations where the people feel that slighted I have no problem with a recall election.",04 Power and Control: Human,Leader,gun control,,,gun control,Control of Guns,oppressive,Enslavement,Low Location,2161619,,
364,64,64,This is a long way from the understanding of politics that used to dominate Chinese leaders' thinking â€“ the belief that wealth heals all wounds; that the Party could afford to ignore all criticism as long as it could provide prosperity.,01 Health and Safety,Protection,wealth,,heals,wealth,Wealth,heals,Medicine,Natural Physical Force,3122920,,
365,1548,1548,"It isn't the neocon fable of intravenous democracy, even if it kills the patient.",07 Systematic Explanations,Topic,intravenous democracy,fable of [topic],fable of,democracy,Democracy,fable,Story,Contamination/Physical Harm,,,
366,1379,1379,"First, during the 70s and in the first half of the 80s, the tax rate has increased from 34% to 42%.",05 Engineering and Business: Resource,Resource,tax rate,,increased,tax rate,Taxation,increased,Upward Movement,High Location/Light,131065,,
367,541,541,"The most important of these structural changes was that of bringing in the so-called representative or parliamentary system, which Puritanism introduced into the modern world, and which has received a great deal of praise as an advance towards democracy.",02 Journey,Goal,democracy,advance towards [goal],advance towards,democracy,Democracy,advance,Forward Movement,Movement/Upward Movement,2882913,,
368,626,626,"This information, especially in election season, offers an opportunity to de-stablize the New World Order Ruling Elite and restore honest elections with citizens checks and balances, true Freedom under God, and true Free Enterprise in America.",03 Conflict,Conflict,election,,season,election,Elections,season,Game/Science,Plant,1694357,,
369,1349,1349,"What, however, is the mechanism by which democracy generates these beneï¬Åts?",05 Engineering and Business: Resource,Extractor,democracy,,generates,democracy,Democracy,generates,Energy/Machine,Factory/Resource,1971909,,
370,1147,1147,"Guns dominate his thoughts, if you can consider such a subservient zombie to the NRA a thinking individual.",04 Power and Control: Human,Leader,Guns,,dominate,Guns,Guns,dominate,Enslavement/Leader,Rule Enforcer,3123963,,
371,304,304,"The mechanism for gun rights destruction was the Firearms Control Act (FCA), passed in 2000 by the South African Parliament.",01 Health and Safety,Threatened,gun rights,,destruction,gun rights,Gun Rights,destruction,Natural Physical Force/Physical Harm,Clothing,3123769,,
372,88,88,"In the face of continuing regional instability, an organized international effort to promote and protect democracy continues.",01 Health and Safety,Protection,democracy,,protect,democracy,Democracy,protect,Protection,Crop/Plant,1996947,,
373,319,319,Strongly Opposes topic 14:The Patriot Act harms civil liberties (-5 points on Social scale),01 Health and Safety,Threatened,civil liberties,,harms,civil liberties,Democracy,harms,Physical Harm,Game/Struggle,2457892,,
